date,stock_id_x,MarginPurchaseBuy,MarginPurchaseCashRepayment,MarginPurchaseLimit,MarginPurchaseSell,MarginPurchaseTodayBalance,MarginPurchaseYesterdayBalance,Note,OffsetLoanAndShort,ShortSaleBuy,ShortSaleCashRepayment,ShortSaleLimit,ShortSaleSell,ShortSaleTodayBalance,ShortSaleYesterdayBalance,stock_id_y,buy,name,sell,stock_id,stock_name,InternationalCode,ForeignInvestmentRemainingShares,ForeignInvestmentShares,ForeignInvestmentRemainRatio,ForeignInvestmentSharesRatio,ForeignInvestmentUpperLimitRatio,ChineseInvestmentUpperLimitRatio,NumberOfSharesIssued,RecentlyDeclareDate,note
2020-01-02,2330,484.0,38.0,6482595.0,1223.0,17198.0,17975.0, ,4.0,13.0,0.0,6482595.0,132.0,445.0,326.0,2330,13041781.0,Foreign_Investor,17798488.0,2330,台積電,TW0002330008,5611692044,20318688414,21.64,78.35,100.0,100.0,25930380458,2019-05-27,
2020-01-02,2330,484.0,38.0,6482595.0,1223.0,17198.0,17975.0, ,4.0,13.0,0.0,6482595.0,132.0,445.0,326.0,2330,0.0,Foreign_Dealer_Self,0.0,2330,台積電,TW0002330008,5611692044,20318688414,21.64,78.35,100.0,100.0,25930380458,2019-05-27,
2020-01-02,2330,484.0,38.0,6482595.0,1223.0,17198.0,17975.0, ,4.0,13.0,0.0,6482595.0,132.0,445.0,326.0,2330,20000.0,Investment_Trust,199000.0,2330,台積電,TW0002330008,5611692044,20318688414,21.64,78.35,100.0,100.0,25930380458,2019-05-27,
2020-01-02,2330,484.0,38.0,6482595.0,1223.0,17198.0,17975.0, ,4.0,13.0,0.0,6482595.0,132.0,445.0,326.0,2330,475000.0,Dealer_self,401000.0,2330,台積電,TW0002330008,5611692044,20318688414,21.64,78.35,100.0,100.0,25930380458,2019-05-27,
2020-01-02,2330,484.0,38.0,6482595.0,1223.0,17198.0,17975.0, ,4.0,13.0,0.0,6482595.0,132.0,445.0,326.0,2330,217000.0,Dealer_Hedging,308000.0,2330,台積電,TW0002330008,5611692044,20318688414,21.64,78.35,100.0,100.0,25930380458,2019-05-27,
2020-01-03,2330,1168.0,63.0,6482595.0,2010.0,16293.0,17198.0, ,16.0,35.0,0.0,6482595.0,161.0,571.0,445.0,2330,18817154.0,Foreign_Investor,16223795.0,2330,台積電,TW0002330008,5606668059,20323712399,21.62,78.37,100.0,100.0,25930380458,2019-05-27,
2020-01-03,2330,1168.0,63.0,6482595.0,2010.0,16293.0,17198.0, ,16.0,35.0,0.0,6482595.0,161.0,571.0,445.0,2330,0.0,Foreign_Dealer_Self,0.0,2330,台積電,TW0002330008,5606668059,20323712399,21.62,78.37,100.0,100.0,25930380458,2019-05-27,
2020-01-03,2330,1168.0,63.0,6482595.0,2010.0,16293.0,17198.0, ,16.0,35.0,0.0,6482595.0,161.0,571.0,445.0,2330,239000.0,Investment_Trust,42000.0,2330,台積電,TW0002330008,5606668059,20323712399,21.62,78.37,100.0,100.0,25930380458,2019-05-27,
2020-01-03,2330,1168.0,63.0,6482595.0,2010.0,16293.0,17198.0, ,16.0,35.0,0.0,6482595.0,161.0,571.0,445.0,2330,713000.0,Dealer_self,785000.0,2330,台積電,TW0002330008,5606668059,20323712399,21.62,78.37,100.0,100.0,25930380458,2019-05-27,
2020-01-03,2330,1168.0,63.0,6482595.0,2010.0,16293.0,17198.0, ,16.0,35.0,0.0,6482595.0,161.0,571.0,445.0,2330,66000.0,Dealer_Hedging,1102000.0,2330,台積電,TW0002330008,5606668059,20323712399,21.62,78.37,100.0,100.0,25930380458,2019-05-27,
2020-01-06,2330,2393.0,37.0,6482595.0,508.0,18141.0,16293.0, ,11.0,246.0,0.0,6482595.0,19.0,344.0,571.0,2330,9239458.0,Foreign_Investor,25334567.0,2330,台積電,TW0002330008,5622387849,20307992609,21.68,78.31,100.0,100.0,25930380458,2019-05-27,
2020-01-06,2330,2393.0,37.0,6482595.0,508.0,18141.0,16293.0, ,11.0,246.0,0.0,6482595.0,19.0,344.0,571.0,2330,0.0,Foreign_Dealer_Self,0.0,2330,台積電,TW0002330008,5622387849,20307992609,21.68,78.31,100.0,100.0,25930380458,2019-05-27,
2020-01-06,2330,2393.0,37.0,6482595.0,508.0,18141.0,16293.0, ,11.0,246.0,0.0,6482595.0,19.0,344.0,571.0,2330,92000.0,Investment_Trust,956000.0,2330,台積電,TW0002330008,5622387849,20307992609,21.68,78.31,100.0,100.0,25930380458,2019-05-27,
2020-01-06,2330,2393.0,37.0,6482595.0,508.0,18141.0,16293.0, ,11.0,246.0,0.0,6482595.0,19.0,344.0,571.0,2330,564000.0,Dealer_self,656000.0,2330,台積電,TW0002330008,5622387849,20307992609,21.68,78.31,100.0,100.0,25930380458,2019-05-27,
2020-01-06,2330,2393.0,37.0,6482595.0,508.0,18141.0,16293.0, ,11.0,246.0,0.0,6482595.0,19.0,344.0,571.0,2330,1029000.0,Dealer_Hedging,115000.0,2330,台積電,TW0002330008,5622387849,20307992609,21.68,78.31,100.0,100.0,25930380458,2019-05-27,
2020-01-07,2330,990.0,55.0,6482595.0,1607.0,17469.0,18141.0, ,14.0,75.0,0.0,6482595.0,82.0,351.0,344.0,2330,16605626.0,Foreign_Investor,30960488.0,2330,台積電,TW0002330008,5636087711,20294292747,21.73,78.26,100.0,100.0,25930380458,2019-05-27,
2020-01-07,2330,990.0,55.0,6482595.0,1607.0,17469.0,18141.0, ,14.0,75.0,0.0,6482595.0,82.0,351.0,344.0,2330,0.0,Foreign_Dealer_Self,0.0,2330,台積電,TW0002330008,5636087711,20294292747,21.73,78.26,100.0,100.0,25930380458,2019-05-27,
2020-01-07,2330,990.0,55.0,6482595.0,1607.0,17469.0,18141.0, ,14.0,75.0,0.0,6482595.0,82.0,351.0,344.0,2330,365000.0,Investment_Trust,667000.0,2330,台積電,TW0002330008,5636087711,20294292747,21.73,78.26,100.0,100.0,25930380458,2019-05-27,
2020-01-07,2330,990.0,55.0,6482595.0,1607.0,17469.0,18141.0, ,14.0,75.0,0.0,6482595.0,82.0,351.0,344.0,2330,589000.0,Dealer_self,819000.0,2330,台積電,TW0002330008,5636087711,20294292747,21.73,78.26,100.0,100.0,25930380458,2019-05-27,
2020-01-07,2330,990.0,55.0,6482595.0,1607.0,17469.0,18141.0, ,14.0,75.0,0.0,6482595.0,82.0,351.0,344.0,2330,916000.0,Dealer_Hedging,55000.0,2330,台積電,TW0002330008,5636087711,20294292747,21.73,78.26,100.0,100.0,25930380458,2019-05-27,
2020-01-08,2330,1023.0,36.0,6482595.0,732.0,17724.0,17469.0, ,10.0,41.0,0.0,6482595.0,222.0,532.0,351.0,2330,17729312.0,Foreign_Investor,18521235.0,2330,台積電,TW0002330008,5634440706,20295939752,21.72,78.27,100.0,100.0,25930380458,2019-05-27,
2020-01-08,2330,1023.0,36.0,6482595.0,732.0,17724.0,17469.0, ,10.0,41.0,0.0,6482595.0,222.0,532.0,351.0,2330,0.0,Foreign_Dealer_Self,0.0,2330,台積電,TW0002330008,5634440706,20295939752,21.72,78.27,100.0,100.0,25930380458,2019-05-27,
2020-01-08,2330,1023.0,36.0,6482595.0,732.0,17724.0,17469.0, ,10.0,41.0,0.0,6482595.0,222.0,532.0,351.0,2330,96000.0,Investment_Trust,115000.0,2330,台積電,TW0002330008,5634440706,20295939752,21.72,78.27,100.0,100.0,25930380458,2019-05-27,
2020-01-08,2330,1023.0,36.0,6482595.0,732.0,17724.0,17469.0, ,10.0,41.0,0.0,6482595.0,222.0,532.0,351.0,2330,389000.0,Dealer_self,574000.0,2330,台積電,TW0002330008,5634440706,20295939752,21.72,78.27,100.0,100.0,25930380458,2019-05-27,
2020-01-08,2330,1023.0,36.0,6482595.0,732.0,17724.0,17469.0, ,10.0,41.0,0.0,6482595.0,222.0,532.0,351.0,2330,451000.0,Dealer_Hedging,689000.0,2330,台積電,TW0002330008,5634440706,20295939752,21.72,78.27,100.0,100.0,25930380458,2019-05-27,
2020-01-09,2330,934.0,13.0,6482595.0,1410.0,17235.0,17724.0, ,3.0,37.0,0.0,6482595.0,147.0,642.0,532.0,2330,18655552.0,Foreign_Investor,8579000.0,2330,台積電,TW0002330008,5623276050,20307104408,21.68,78.31,100.0,100.0,25930380458,2019-05-27,
2020-01-09,2330,934.0,13.0,6482595.0,1410.0,17235.0,17724.0, ,3.0,37.0,0.0,6482595.0,147.0,642.0,532.0,2330,0.0,Foreign_Dealer_Self,0.0,2330,台積電,TW0002330008,5623276050,20307104408,21.68,78.31,100.0,100.0,25930380458,2019-05-27,
2020-01-09,2330,934.0,13.0,6482595.0,1410.0,17235.0,17724.0, ,3.0,37.0,0.0,6482595.0,147.0,642.0,532.0,2330,170000.0,Investment_Trust,110000.0,2330,台積電,TW0002330008,5623276050,20307104408,21.68,78.31,100.0,100.0,25930380458,2019-05-27,
2020-01-09,2330,934.0,13.0,6482595.0,1410.0,17235.0,17724.0, ,3.0,37.0,0.0,6482595.0,147.0,642.0,532.0,2330,358000.0,Dealer_self,512000.0,2330,台積電,TW0002330008,5623276050,20307104408,21.68,78.31,100.0,100.0,25930380458,2019-05-27,
2020-01-09,2330,934.0,13.0,6482595.0,1410.0,17235.0,17724.0, ,3.0,37.0,0.0,6482595.0,147.0,642.0,532.0,2330,146000.0,Dealer_Hedging,674000.0,2330,台積電,TW0002330008,5623276050,20307104408,21.68,78.31,100.0,100.0,25930380458,2019-05-27,
2020-01-10,2330,851.0,36.0,6482595.0,1083.0,16967.0,17235.0, ,1.0,9.0,0.0,6482595.0,117.0,750.0,642.0,2330,13854136.0,Foreign_Investor,12165037.0,2330,台積電,TW0002330008,5619910951,20310469507,21.67,78.32,100.0,100.0,25930380458,2019-05-27,
2020-01-10,2330,851.0,36.0,6482595.0,1083.0,16967.0,17235.0, ,1.0,9.0,0.0,6482595.0,117.0,750.0,642.0,2330,0.0,Foreign_Dealer_Self,0.0,2330,台積電,TW0002330008,5619910951,20310469507,21.67,78.32,100.0,100.0,25930380458,2019-05-27,
2020-01-10,2330,851.0,36.0,6482595.0,1083.0,16967.0,17235.0, ,1.0,9.0,0.0,6482595.0,117.0,750.0,642.0,2330,0.0,Investment_Trust,78000.0,2330,台積電,TW0002330008,5619910951,20310469507,21.67,78.32,100.0,100.0,25930380458,2019-05-27,
2020-01-10,2330,851.0,36.0,6482595.0,1083.0,16967.0,17235.0, ,1.0,9.0,0.0,6482595.0,117.0,750.0,642.0,2330,534000.0,Dealer_self,482000.0,2330,台積電,TW0002330008,5619910951,20310469507,21.67,78.32,100.0,100.0,25930380458,2019-05-27,
2020-01-10,2330,851.0,36.0,6482595.0,1083.0,16967.0,17235.0, ,1.0,9.0,0.0,6482595.0,117.0,750.0,642.0,2330,121000.0,Dealer_Hedging,1052000.0,2330,台積電,TW0002330008,5619910951,20310469507,21.67,78.32,100.0,100.0,25930380458,2019-05-27,
2020-01-13,2330,978.0,44.0,6482595.0,964.0,16937.0,16967.0, ,0.0,35.0,0.0,6482595.0,79.0,794.0,750.0,2330,21788114.0,Foreign_Investor,16096400.0,2330,台積電,TW0002330008,5613224237,20317156221,21.64,78.35,100.0,100.0,25930380458,2019-05-27,
2020-01-13,2330,978.0,44.0,6482595.0,964.0,16937.0,16967.0, ,0.0,35.0,0.0,6482595.0,79.0,794.0,750.0,2330,0.0,Foreign_Dealer_Self,0.0,2330,台積電,TW0002330008,5613224237,20317156221,21.64,78.35,100.0,100.0,25930380458,2019-05-27,
2020-01-13,2330,978.0,44.0,6482595.0,964.0,16937.0,16967.0, ,0.0,35.0,0.0,6482595.0,79.0,794.0,750.0,2330,184000.0,Investment_Trust,420000.0,2330,台積電,TW0002330008,5613224237,20317156221,21.64,78.35,100.0,100.0,25930380458,2019-05-27,
2020-01-13,2330,978.0,44.0,6482595.0,964.0,16937.0,16967.0, ,0.0,35.0,0.0,6482595.0,79.0,794.0,750.0,2330,509000.0,Dealer_self,276000.0,2330,台積電,TW0002330008,5613224237,20317156221,21.64,78.35,100.0,100.0,25930380458,2019-05-27,
2020-01-13,2330,978.0,44.0,6482595.0,964.0,16937.0,16967.0, ,0.0,35.0,0.0,6482595.0,79.0,794.0,750.0,2330,164000.0,Dealer_Hedging,257000.0,2330,台積電,TW0002330008,5613224237,20317156221,21.64,78.35,100.0,100.0,25930380458,2019-05-27,
2020-01-14,2330,1079.0,102.0,6482595.0,1450.0,16464.0,16937.0, ,2.0,54.0,0.0,6482595.0,149.0,889.0,794.0,2330,17826229.0,Foreign_Investor,13407637.0,2330,台積電,TW0002330008,5607805645,20322574813,21.62,78.37,100.0,100.0,25930380458,2019-05-27,
2020-01-14,2330,1079.0,102.0,6482595.0,1450.0,16464.0,16937.0, ,2.0,54.0,0.0,6482595.0,149.0,889.0,794.0,2330,0.0,Foreign_Dealer_Self,0.0,2330,台積電,TW0002330008,5607805645,20322574813,21.62,78.37,100.0,100.0,25930380458,2019-05-27,
2020-01-14,2330,1079.0,102.0,6482595.0,1450.0,16464.0,16937.0, ,2.0,54.0,0.0,6482595.0,149.0,889.0,794.0,2330,88000.0,Investment_Trust,350000.0,2330,台積電,TW0002330008,5607805645,20322574813,21.62,78.37,100.0,100.0,25930380458,2019-05-27,
2020-01-14,2330,1079.0,102.0,6482595.0,1450.0,16464.0,16937.0, ,2.0,54.0,0.0,6482595.0,149.0,889.0,794.0,2330,541000.0,Dealer_self,92000.0,2330,台積電,TW0002330008,5607805645,20322574813,21.62,78.37,100.0,100.0,25930380458,2019-05-27,
2020-01-14,2330,1079.0,102.0,6482595.0,1450.0,16464.0,16937.0, ,2.0,54.0,0.0,6482595.0,149.0,889.0,794.0,2330,410000.0,Dealer_Hedging,145000.0,2330,台積電,TW0002330008,5607805645,20322574813,21.62,78.37,100.0,100.0,25930380458,2019-05-27,
2020-01-15,2330,1806.0,0.0,6482595.0,1374.0,16896.0,16464.0, ,3.0,154.0,0.0,6482595.0,72.0,807.0,889.0,2330,24303582.0,Foreign_Investor,42208023.0,2330,台積電,TW0002330008,5624828530,20305551928,21.69,78.3,100.0,100.0,25930380458,2019-05-27,
2020-01-15,2330,1806.0,0.0,6482595.0,1374.0,16896.0,16464.0, ,3.0,154.0,0.0,6482595.0,72.0,807.0,889.0,2330,0.0,Foreign_Dealer_Self,0.0,2330,台積電,TW0002330008,5624828530,20305551928,21.69,78.3,100.0,100.0,25930380458,2019-05-27,
2020-01-15,2330,1806.0,0.0,6482595.0,1374.0,16896.0,16464.0, ,3.0,154.0,0.0,6482595.0,72.0,807.0,889.0,2330,28000.0,Investment_Trust,963585.0,2330,台積電,TW0002330008,5624828530,20305551928,21.69,78.3,100.0,100.0,25930380458,2019-05-27,
2020-01-15,2330,1806.0,0.0,6482595.0,1374.0,16896.0,16464.0, ,3.0,154.0,0.0,6482595.0,72.0,807.0,889.0,2330,1133000.0,Dealer_self,2102000.0,2330,台積電,TW0002330008,5624828530,20305551928,21.69,78.3,100.0,100.0,25930380458,2019-05-27,
2020-01-15,2330,1806.0,0.0,6482595.0,1374.0,16896.0,16464.0, ,3.0,154.0,0.0,6482595.0,72.0,807.0,889.0,2330,784000.0,Dealer_Hedging,137990.0,2330,台積電,TW0002330008,5624828530,20305551928,21.69,78.3,100.0,100.0,25930380458,2019-05-27,
2020-01-16,2330,3525.0,13.0,6482595.0,426.0,19982.0,16896.0, ,31.0,235.0,0.0,6482595.0,106.0,678.0,807.0,2330,22198391.0,Foreign_Investor,46768944.0,2330,台積電,TW0002330008,5649398083,20280982375,21.78,78.21,100.0,100.0,25930380458,2019-05-27,
2020-01-16,2330,3525.0,13.0,6482595.0,426.0,19982.0,16896.0, ,31.0,235.0,0.0,6482595.0,106.0,678.0,807.0,2330,0.0,Foreign_Dealer_Self,0.0,2330,台積電,TW0002330008,5649398083,20280982375,21.78,78.21,100.0,100.0,25930380458,2019-05-27,
2020-01-16,2330,3525.0,13.0,6482595.0,426.0,19982.0,16896.0, ,31.0,235.0,0.0,6482595.0,106.0,678.0,807.0,2330,129000.0,Investment_Trust,276000.0,2330,台積電,TW0002330008,5649398083,20280982375,21.78,78.21,100.0,100.0,25930380458,2019-05-27,
2020-01-16,2330,3525.0,13.0,6482595.0,426.0,19982.0,16896.0, ,31.0,235.0,0.0,6482595.0,106.0,678.0,807.0,2330,1002000.0,Dealer_self,366000.0,2330,台積電,TW0002330008,5649398083,20280982375,21.78,78.21,100.0,100.0,25930380458,2019-05-27,
2020-01-16,2330,3525.0,13.0,6482595.0,426.0,19982.0,16896.0, ,31.0,235.0,0.0,6482595.0,106.0,678.0,807.0,2330,2258000.0,Dealer_Hedging,291000.0,2330,台積電,TW0002330008,5649398083,20280982375,21.78,78.21,100.0,100.0,25930380458,2019-05-27,
2020-01-17,2330,1627.0,25.0,6482595.0,1717.0,19867.0,19982.0, ,15.0,136.0,0.0,6482595.0,66.0,608.0,678.0,2330,22277602.0,Foreign_Investor,40046989.0,2330,台積電,TW0002330008,5668157470,20262222988,21.85,78.14,100.0,100.0,25930380458,2019-05-27,
2020-01-17,2330,1627.0,25.0,6482595.0,1717.0,19867.0,19982.0, ,15.0,136.0,0.0,6482595.0,66.0,608.0,678.0,2330,0.0,Foreign_Dealer_Self,0.0,2330,台積電,TW0002330008,5668157470,20262222988,21.85,78.14,100.0,100.0,25930380458,2019-05-27,
2020-01-17,2330,1627.0,25.0,6482595.0,1717.0,19867.0,19982.0, ,15.0,136.0,0.0,6482595.0,66.0,608.0,678.0,2330,102000.0,Investment_Trust,1379000.0,2330,台積電,TW0002330008,5668157470,20262222988,21.85,78.14,100.0,100.0,25930380458,2019-05-27,
2020-01-17,2330,1627.0,25.0,6482595.0,1717.0,19867.0,19982.0, ,15.0,136.0,0.0,6482595.0,66.0,608.0,678.0,2330,443000.0,Dealer_self,892000.0,2330,台積電,TW0002330008,5668157470,20262222988,21.85,78.14,100.0,100.0,25930380458,2019-05-27,
2020-01-17,2330,1627.0,25.0,6482595.0,1717.0,19867.0,19982.0, ,15.0,136.0,0.0,6482595.0,66.0,608.0,678.0,2330,1218000.0,Dealer_Hedging,736000.0,2330,台積電,TW0002330008,5668157470,20262222988,21.85,78.14,100.0,100.0,25930380458,2019-05-27,
2020-01-20,2330,849.0,22.0,6482595.0,381.0,20313.0,19867.0, ,2.0,67.0,0.0,6482595.0,288.0,829.0,608.0,2330,18926598.0,Foreign_Investor,22555082.0,2330,台積電,TW0002330008,5668685514,20261694944,21.86,78.13,100.0,100.0,25930380458,2019-05-27,
2020-01-20,2330,849.0,22.0,6482595.0,381.0,20313.0,19867.0, ,2.0,67.0,0.0,6482595.0,288.0,829.0,608.0,2330,0.0,Foreign_Dealer_Self,0.0,2330,台積電,TW0002330008,5668685514,20261694944,21.86,78.13,100.0,100.0,25930380458,2019-05-27,
2020-01-20,2330,849.0,22.0,6482595.0,381.0,20313.0,19867.0, ,2.0,67.0,0.0,6482595.0,288.0,829.0,608.0,2330,11000.0,Investment_Trust,612000.0,2330,台積電,TW0002330008,5668685514,20261694944,21.86,78.13,100.0,100.0,25930380458,2019-05-27,
2020-01-20,2330,849.0,22.0,6482595.0,381.0,20313.0,19867.0, ,2.0,67.0,0.0,6482595.0,288.0,829.0,608.0,2330,349000.0,Dealer_self,42000.0,2330,台積電,TW0002330008,5668685514,20261694944,21.86,78.13,100.0,100.0,25930380458,2019-05-27,
2020-01-20,2330,849.0,22.0,6482595.0,381.0,20313.0,19867.0, ,2.0,67.0,0.0,6482595.0,288.0,829.0,608.0,2330,1049000.0,Dealer_Hedging,187000.0,2330,台積電,TW0002330008,5668685514,20261694944,21.86,78.13,100.0,100.0,25930380458,2019-05-27,
2020-01-30,2330,4015.0,13.0,6482595.0,2726.0,21561.0,20285.0, ,62.0,367.0,1.0,6482595.0,195.0,656.0,829.0,2330,58065434.0,Foreign_Investor,85254766.0,2330,台積電,TW0002330008,5696785806,20233594652,21.96,78.03,100.0,100.0,25930380458,2019-05-27,
2020-01-30,2330,4015.0,13.0,6482595.0,2726.0,21561.0,20285.0, ,62.0,367.0,1.0,6482595.0,195.0,656.0,829.0,2330,0.0,Foreign_Dealer_Self,0.0,2330,台積電,TW0002330008,5696785806,20233594652,21.96,78.03,100.0,100.0,25930380458,2019-05-27,
2020-01-30,2330,4015.0,13.0,6482595.0,2726.0,21561.0,20285.0, ,62.0,367.0,1.0,6482595.0,195.0,656.0,829.0,2330,542000.0,Investment_Trust,2497000.0,2330,台積電,TW0002330008,5696785806,20233594652,21.96,78.03,100.0,100.0,25930380458,2019-05-27,
2020-01-30,2330,4015.0,13.0,6482595.0,2726.0,21561.0,20285.0, ,62.0,367.0,1.0,6482595.0,195.0,656.0,829.0,2330,2665000.0,Dealer_self,2929000.0,2330,台積電,TW0002330008,5696785806,20233594652,21.96,78.03,100.0,100.0,25930380458,2019-05-27,
2020-01-30,2330,4015.0,13.0,6482595.0,2726.0,21561.0,20285.0, ,62.0,367.0,1.0,6482595.0,195.0,656.0,829.0,2330,591000.0,Dealer_Hedging,2282000.0,2330,台積電,TW0002330008,5696785806,20233594652,21.96,78.03,100.0,100.0,25930380458,2019-05-27,
2020-01-31,2330,902.0,3.0,6482595.0,1620.0,20840.0,21561.0, ,22.0,71.0,0.0,6482595.0,104.0,689.0,656.0,2330,29993800.0,Foreign_Investor,46238782.0,2330,台積電,TW0002330008,5714116528,20216263930,22.03,77.96,100.0,100.0,25930380458,2019-05-27,
2020-01-31,2330,902.0,3.0,6482595.0,1620.0,20840.0,21561.0, ,22.0,71.0,0.0,6482595.0,104.0,689.0,656.0,2330,0.0,Foreign_Dealer_Self,0.0,2330,台積電,TW0002330008,5714116528,20216263930,22.03,77.96,100.0,100.0,25930380458,2019-05-27,
2020-01-31,2330,902.0,3.0,6482595.0,1620.0,20840.0,21561.0, ,22.0,71.0,0.0,6482595.0,104.0,689.0,656.0,2330,248000.0,Investment_Trust,324000.0,2330,台積電,TW0002330008,5714116528,20216263930,22.03,77.96,100.0,100.0,25930380458,2019-05-27,
2020-01-31,2330,902.0,3.0,6482595.0,1620.0,20840.0,21561.0, ,22.0,71.0,0.0,6482595.0,104.0,689.0,656.0,2330,172000.0,Dealer_self,1249000.0,2330,台積電,TW0002330008,5714116528,20216263930,22.03,77.96,100.0,100.0,25930380458,2019-05-27,
2020-01-31,2330,902.0,3.0,6482595.0,1620.0,20840.0,21561.0, ,22.0,71.0,0.0,6482595.0,104.0,689.0,656.0,2330,1284000.0,Dealer_Hedging,609000.0,2330,台積電,TW0002330008,5714116528,20216263930,22.03,77.96,100.0,100.0,25930380458,2019-05-27,
2020-02-03,2330,1425.0,78.0,6482595.0,1645.0,20542.0,20840.0, ,15.0,211.0,0.0,6482595.0,159.0,637.0,689.0,2330,21109609.0,Foreign_Investor,31801301.0,2330,台積電,TW0002330008,5726400341,20203980117,22.08,77.91,100.0,100.0,25930380458,2019-05-27,
2020-02-03,2330,1425.0,78.0,6482595.0,1645.0,20542.0,20840.0, ,15.0,211.0,0.0,6482595.0,159.0,637.0,689.0,2330,0.0,Foreign_Dealer_Self,0.0,2330,台積電,TW0002330008,5726400341,20203980117,22.08,77.91,100.0,100.0,25930380458,2019-05-27,
2020-02-03,2330,1425.0,78.0,6482595.0,1645.0,20542.0,20840.0, ,15.0,211.0,0.0,6482595.0,159.0,637.0,689.0,2330,451000.0,Investment_Trust,121000.0,2330,台積電,TW0002330008,5726400341,20203980117,22.08,77.91,100.0,100.0,25930380458,2019-05-27,
2020-02-03,2330,1425.0,78.0,6482595.0,1645.0,20542.0,20840.0, ,15.0,211.0,0.0,6482595.0,159.0,637.0,689.0,2330,1331000.0,Dealer_self,341000.0,2330,台積電,TW0002330008,5726400341,20203980117,22.08,77.91,100.0,100.0,25930380458,2019-05-27,
2020-02-03,2330,1425.0,78.0,6482595.0,1645.0,20542.0,20840.0, ,15.0,211.0,0.0,6482595.0,159.0,637.0,689.0,2330,841000.0,Dealer_Hedging,522000.0,2330,台積電,TW0002330008,5726400341,20203980117,22.08,77.91,100.0,100.0,25930380458,2019-05-27,
2020-02-04,2330,1591.0,94.0,6482595.0,2275.0,19764.0,20542.0, ,6.0,40.0,0.0,6482595.0,433.0,1030.0,637.0,2330,31166051.0,Foreign_Investor,24838585.0,2330,台積電,TW0002330008,5722067265,20208313193,22.06,77.93,100.0,100.0,25930380458,2019-05-27,
2020-02-04,2330,1591.0,94.0,6482595.0,2275.0,19764.0,20542.0, ,6.0,40.0,0.0,6482595.0,433.0,1030.0,637.0,2330,0.0,Foreign_Dealer_Self,0.0,2330,台積電,TW0002330008,5722067265,20208313193,22.06,77.93,100.0,100.0,25930380458,2019-05-27,
2020-02-04,2330,1591.0,94.0,6482595.0,2275.0,19764.0,20542.0, ,6.0,40.0,0.0,6482595.0,433.0,1030.0,637.0,2330,258000.0,Investment_Trust,564000.0,2330,台積電,TW0002330008,5722067265,20208313193,22.06,77.93,100.0,100.0,25930380458,2019-05-27,
2020-02-04,2330,1591.0,94.0,6482595.0,2275.0,19764.0,20542.0, ,6.0,40.0,0.0,6482595.0,433.0,1030.0,637.0,2330,441000.0,Dealer_self,1152000.0,2330,台積電,TW0002330008,5722067265,20208313193,22.06,77.93,100.0,100.0,25930380458,2019-05-27,
2020-02-04,2330,1591.0,94.0,6482595.0,2275.0,19764.0,20542.0, ,6.0,40.0,0.0,6482595.0,433.0,1030.0,637.0,2330,322000.0,Dealer_Hedging,1168994.0,2330,台積電,TW0002330008,5722067265,20208313193,22.06,77.93,100.0,100.0,25930380458,2019-05-27,
2020-02-05,2330,624.0,22.0,6482595.0,2158.0,18208.0,19764.0, ,8.0,72.0,0.0,6482595.0,199.0,1157.0,1030.0,2330,21169056.0,Foreign_Investor,18166144.0,2330,台積電,TW0002330008,5719014353,20211366105,22.05,77.94,100.0,100.0,25930380458,2019-05-27,
2020-02-05,2330,624.0,22.0,6482595.0,2158.0,18208.0,19764.0, ,8.0,72.0,0.0,6482595.0,199.0,1157.0,1030.0,2330,0.0,Foreign_Dealer_Self,0.0,2330,台積電,TW0002330008,5719014353,20211366105,22.05,77.94,100.0,100.0,25930380458,2019-05-27,
2020-02-05,2330,624.0,22.0,6482595.0,2158.0,18208.0,19764.0, ,8.0,72.0,0.0,6482595.0,199.0,1157.0,1030.0,2330,82000.0,Investment_Trust,126000.0,2330,台積電,TW0002330008,5719014353,20211366105,22.05,77.94,100.0,100.0,25930380458,2019-05-27,
2020-02-05,2330,624.0,22.0,6482595.0,2158.0,18208.0,19764.0, ,8.0,72.0,0.0,6482595.0,199.0,1157.0,1030.0,2330,245000.0,Dealer_self,1260000.0,2330,台積電,TW0002330008,5719014353,20211366105,22.05,77.94,100.0,100.0,25930380458,2019-05-27,
2020-02-05,2330,624.0,22.0,6482595.0,2158.0,18208.0,19764.0, ,8.0,72.0,0.0,6482595.0,199.0,1157.0,1030.0,2330,314000.0,Dealer_Hedging,726000.0,2330,台積電,TW0002330008,5719014353,20211366105,22.05,77.94,100.0,100.0,25930380458,2019-05-27,
2020-02-06,2330,522.0,18.0,6482595.0,980.0,17732.0,18208.0, ,7.0,104.0,1.0,6482595.0,103.0,1155.0,1157.0,2330,16677287.0,Foreign_Investor,15582546.0,2330,台積電,TW0002330008,5718126282,20212254176,22.05,77.94,100.0,100.0,25930380458,2019-05-27,
2020-02-06,2330,522.0,18.0,6482595.0,980.0,17732.0,18208.0, ,7.0,104.0,1.0,6482595.0,103.0,1155.0,1157.0,2330,0.0,Foreign_Dealer_Self,0.0,2330,台積電,TW0002330008,5718126282,20212254176,22.05,77.94,100.0,100.0,25930380458,2019-05-27,
