date,stock_id_x,MarginPurchaseBuy,MarginPurchaseCashRepayment,MarginPurchaseLimit,MarginPurchaseSell,MarginPurchaseTodayBalance,MarginPurchaseYesterdayBalance,Note,OffsetLoanAndShort,ShortSaleBuy,ShortSaleCashRepayment,ShortSaleLimit,ShortSaleSell,ShortSaleTodayBalance,ShortSaleYesterdayBalance,stock_id_y,buy,name,sell,stock_id,stock_name,InternationalCode,ForeignInvestmentRemainingShares,ForeignInvestmentShares,ForeignInvestmentRemainRatio,ForeignInvestmentSharesRatio,ForeignInvestmentUpperLimitRatio,ChineseInvestmentUpperLimitRatio,NumberOfSharesIssued,RecentlyDeclareDate,note
2023-02-03,2330,261.0,12.0,6482595.0,819.0,18586.0,19156.0, ,0.0,15.0,67.0,6482595.0,189.0,1670.0,1563.0,2330,26544199.0,Foreign_Investor,10487564.0,2330,台積電,TW0002330008,7296774745,18633605713,28.13,71.86,100.0,100.0,25930380458,2022-05-23,
2023-02-03,2330,261.0,12.0,6482595.0,819.0,18586.0,19156.0, ,0.0,15.0,67.0,6482595.0,189.0,1670.0,1563.0,2330,16000.0,Investment_Trust,535262.0,2330,台積電,TW0002330008,7296774745,18633605713,28.13,71.86,100.0,100.0,25930380458,2022-05-23,
2023-02-06,2330,1006.0,55.0,6482595.0,305.0,19232.0,18586.0, ,2.0,200.0,115.0,6482595.0,69.0,1424.0,1670.0,2330,0.0,Foreign_Dealer_Self,0.0,2330,台積電,TW0002330008,7306955280,18623425178,28.17,71.82,100.0,100.0,25930380458,2022-05-23,
2023-02-06,2330,1006.0,55.0,6482595.0,305.0,19232.0,18586.0, ,2.0,200.0,115.0,6482595.0,69.0,1424.0,1670.0,2330,658672.0,Investment_Trust,70000.0,2330,台積電,TW0002330008,7306955280,18623425178,28.17,71.82,100.0,100.0,25930380458,2022-05-23,
2023-02-06,2330,1006.0,55.0,6482595.0,305.0,19232.0,18586.0, ,2.0,200.0,115.0,6482595.0,69.0,1424.0,1670.0,2330,198000.0,Dealer_self,346000.0,2330,台積電,TW0002330008,7306955280,18623425178,28.17,71.82,100.0,100.0,25930380458,2022-05-23,
2023-02-06,2330,1006.0,55.0,6482595.0,305.0,19232.0,18586.0, ,2.0,200.0,115.0,6482595.0,69.0,1424.0,1670.0,2330,140314.0,Dealer_Hedging,275606.0,2330,台積電,TW0002330008,7306955280,18623425178,28.17,71.82,100.0,100.0,25930380458,2022-05-23,
2023-02-06,2330,1006.0,55.0,6482595.0,305.0,19232.0,18586.0, ,2.0,200.0,115.0,6482595.0,69.0,1424.0,1670.0,2330,15032529.0,Foreign_Investor,25214064.0,2330,台積電,TW0002330008,7306955280,18623425178,28.17,71.82,100.0,100.0,25930380458,2022-05-23,
2023-02-07,2330,805.0,14.0,6482595.0,334.0,19689.0,19232.0, ,0.0,80.0,6.0,6482595.0,87.0,1425.0,1424.0,2330,14282325.0,Foreign_Investor,17012089.0,2330,台積電,TW0002330008,7310261234,18620119224,28.19,71.8,100.0,100.0,25930380458,2022-05-23,
2023-02-07,2330,805.0,14.0,6482595.0,334.0,19689.0,19232.0, ,0.0,80.0,6.0,6482595.0,87.0,1425.0,1424.0,2330,0.0,Foreign_Dealer_Self,0.0,2330,台積電,TW0002330008,7310261234,18620119224,28.19,71.8,100.0,100.0,25930380458,2022-05-23,
2023-02-07,2330,805.0,14.0,6482595.0,334.0,19689.0,19232.0, ,0.0,80.0,6.0,6482595.0,87.0,1425.0,1424.0,2330,356000.0,Investment_Trust,132520.0,2330,台積電,TW0002330008,7310261234,18620119224,28.19,71.8,100.0,100.0,25930380458,2022-05-23,
2023-02-07,2330,805.0,14.0,6482595.0,334.0,19689.0,19232.0, ,0.0,80.0,6.0,6482595.0,87.0,1425.0,1424.0,2330,322000.0,Dealer_self,231000.0,2330,台積電,TW0002330008,7310261234,18620119224,28.19,71.8,100.0,100.0,25930380458,2022-05-23,
2023-02-07,2330,805.0,14.0,6482595.0,334.0,19689.0,19232.0, ,0.0,80.0,6.0,6482595.0,87.0,1425.0,1424.0,2330,262152.0,Dealer_Hedging,47995.0,2330,台積電,TW0002330008,7310261234,18620119224,28.19,71.8,100.0,100.0,25930380458,2022-05-23,
2023-02-08,2330,275.0,4.0,6482595.0,1690.0,18270.0,19689.0, ,1.0,21.0,8.0,6482595.0,253.0,1649.0,1425.0,2330,0.0,Foreign_Dealer_Self,0.0,2330,台積電,TW0002330008,7290907973,18639472485,28.11,71.88,100.0,100.0,25930380458,2022-05-23,
2023-02-08,2330,275.0,4.0,6482595.0,1690.0,18270.0,19689.0, ,1.0,21.0,8.0,6482595.0,253.0,1649.0,1425.0,2330,402000.0,Investment_Trust,100866.0,2330,台積電,TW0002330008,7290907973,18639472485,28.11,71.88,100.0,100.0,25930380458,2022-05-23,
2023-02-08,2330,275.0,4.0,6482595.0,1690.0,18270.0,19689.0, ,1.0,21.0,8.0,6482595.0,253.0,1649.0,1425.0,2330,337994.0,Dealer_self,302000.0,2330,台積電,TW0002330008,7290907973,18639472485,28.11,71.88,100.0,100.0,25930380458,2022-05-23,
2023-02-08,2330,275.0,4.0,6482595.0,1690.0,18270.0,19689.0, ,1.0,21.0,8.0,6482595.0,253.0,1649.0,1425.0,2330,625487.0,Dealer_Hedging,68000.0,2330,台積電,TW0002330008,7290907973,18639472485,28.11,71.88,100.0,100.0,25930380458,2022-05-23,
2023-02-08,2330,275.0,4.0,6482595.0,1690.0,18270.0,19689.0, ,1.0,21.0,8.0,6482595.0,253.0,1649.0,1425.0,2330,31268437.0,Foreign_Investor,11813176.0,2330,台積電,TW0002330008,7290907973,18639472485,28.11,71.88,100.0,100.0,25930380458,2022-05-23,
2023-02-09,2330,612.0,42.0,6482595.0,322.0,18518.0,18270.0, ,3.0,29.0,0.0,6482595.0,103.0,1723.0,1649.0,2330,16934467.0,Foreign_Investor,9980099.0,2330,台積電,TW0002330008,7283926605,18646453853,28.09,71.9,100.0,100.0,25930380458,2022-05-23,
2023-02-09,2330,612.0,42.0,6482595.0,322.0,18518.0,18270.0, ,3.0,29.0,0.0,6482595.0,103.0,1723.0,1649.0,2330,0.0,Foreign_Dealer_Self,0.0,2330,台積電,TW0002330008,7283926605,18646453853,28.09,71.9,100.0,100.0,25930380458,2022-05-23,
2023-02-09,2330,612.0,42.0,6482595.0,322.0,18518.0,18270.0, ,3.0,29.0,0.0,6482595.0,103.0,1723.0,1649.0,2330,80000.0,Investment_Trust,59520.0,2330,台積電,TW0002330008,7283926605,18646453853,28.09,71.9,100.0,100.0,25930380458,2022-05-23,
2023-02-09,2330,612.0,42.0,6482595.0,322.0,18518.0,18270.0, ,3.0,29.0,0.0,6482595.0,103.0,1723.0,1649.0,2330,82000.0,Dealer_self,103000.0,2330,台積電,TW0002330008,7283926605,18646453853,28.09,71.9,100.0,100.0,25930380458,2022-05-23,
2023-02-09,2330,612.0,42.0,6482595.0,322.0,18518.0,18270.0, ,3.0,29.0,0.0,6482595.0,103.0,1723.0,1649.0,2330,302018.0,Dealer_Hedging,219000.0,2330,台積電,TW0002330008,7283926605,18646453853,28.09,71.9,100.0,100.0,25930380458,2022-05-23,
2023-02-10,2330,883.0,12.0,6482595.0,749.0,18640.0,18518.0, ,2.0,39.0,0.0,6482595.0,141.0,1825.0,1723.0,2330,23416605.0,Foreign_Investor,9223829.0,2330,台積電,TW0002330008,7269733829,18660646629,28.03,71.96,100.0,100.0,25930380458,2022-05-23,
2023-02-10,2330,883.0,12.0,6482595.0,749.0,18640.0,18518.0, ,2.0,39.0,0.0,6482595.0,141.0,1825.0,1723.0,2330,0.0,Foreign_Dealer_Self,0.0,2330,台積電,TW0002330008,7269733829,18660646629,28.03,71.96,100.0,100.0,25930380458,2022-05-23,
2023-02-10,2330,883.0,12.0,6482595.0,749.0,18640.0,18518.0, ,2.0,39.0,0.0,6482595.0,141.0,1825.0,1723.0,2330,1800.0,Investment_Trust,42000.0,2330,台積電,TW0002330008,7269733829,18660646629,28.03,71.96,100.0,100.0,25930380458,2022-05-23,
2023-02-10,2330,883.0,12.0,6482595.0,749.0,18640.0,18518.0, ,2.0,39.0,0.0,6482595.0,141.0,1825.0,1723.0,2330,363000.0,Dealer_self,862000.0,2330,台積電,TW0002330008,7269733829,18660646629,28.03,71.96,100.0,100.0,25930380458,2022-05-23,
2023-02-10,2330,883.0,12.0,6482595.0,749.0,18640.0,18518.0, ,2.0,39.0,0.0,6482595.0,141.0,1825.0,1723.0,2330,232257.0,Dealer_Hedging,92000.0,2330,台積電,TW0002330008,7269733829,18660646629,28.03,71.96,100.0,100.0,25930380458,2022-05-23,
2023-02-13,2330,659.0,23.0,6482595.0,339.0,18937.0,18640.0, ,2.0,79.0,0.0,6482595.0,79.0,1825.0,1825.0,2330,0.0,Foreign_Dealer_Self,0.0,2330,台積電,TW0002330008,7271296585,18659083873,28.04,71.95,100.0,100.0,25930380458,2022-05-23,
2023-02-13,2330,659.0,23.0,6482595.0,339.0,18937.0,18640.0, ,2.0,79.0,0.0,6482595.0,79.0,1825.0,1825.0,2330,614000.0,Investment_Trust,283491.0,2330,台積電,TW0002330008,7271296585,18659083873,28.04,71.95,100.0,100.0,25930380458,2022-05-23,
2023-02-13,2330,659.0,23.0,6482595.0,339.0,18937.0,18640.0, ,2.0,79.0,0.0,6482595.0,79.0,1825.0,1825.0,2330,124000.0,Dealer_self,912000.0,2330,台積電,TW0002330008,7271296585,18659083873,28.04,71.95,100.0,100.0,25930380458,2022-05-23,
2023-02-13,2330,659.0,23.0,6482595.0,339.0,18937.0,18640.0, ,2.0,79.0,0.0,6482595.0,79.0,1825.0,1825.0,2330,24884.0,Dealer_Hedging,153721.0,2330,台積電,TW0002330008,7271296585,18659083873,28.04,71.95,100.0,100.0,25930380458,2022-05-23,
2023-02-13,2330,659.0,23.0,6482595.0,339.0,18937.0,18640.0, ,2.0,79.0,0.0,6482595.0,79.0,1825.0,1825.0,2330,15113767.0,Foreign_Investor,16787523.0,2330,台積電,TW0002330008,7271296585,18659083873,28.04,71.95,100.0,100.0,25930380458,2022-05-23,
2023-02-14,2330,698.0,15.0,6482595.0,446.0,19174.0,18937.0, ,0.0,61.0,0.0,6482595.0,47.0,1811.0,1825.0,2330,15628525.0,Foreign_Investor,9519421.0,2330,台積電,TW0002330008,7265187481,18665192977,28.01,71.98,100.0,100.0,25930380458,2022-05-23,
2023-02-14,2330,698.0,15.0,6482595.0,446.0,19174.0,18937.0, ,0.0,61.0,0.0,6482595.0,47.0,1811.0,1825.0,2330,0.0,Foreign_Dealer_Self,0.0,2330,台積電,TW0002330008,7265187481,18665192977,28.01,71.98,100.0,100.0,25930380458,2022-05-23,
2023-02-14,2330,698.0,15.0,6482595.0,446.0,19174.0,18937.0, ,0.0,61.0,0.0,6482595.0,47.0,1811.0,1825.0,2330,1224000.0,Investment_Trust,91070.0,2330,台積電,TW0002330008,7265187481,18665192977,28.01,71.98,100.0,100.0,25930380458,2022-05-23,
2023-02-14,2330,698.0,15.0,6482595.0,446.0,19174.0,18937.0, ,0.0,61.0,0.0,6482595.0,47.0,1811.0,1825.0,2330,285000.0,Dealer_self,2000.0,2330,台積電,TW0002330008,7265187481,18665192977,28.01,71.98,100.0,100.0,25930380458,2022-05-23,
2023-02-14,2330,698.0,15.0,6482595.0,446.0,19174.0,18937.0, ,0.0,61.0,0.0,6482595.0,47.0,1811.0,1825.0,2330,193123.0,Dealer_Hedging,16000.0,2330,台積電,TW0002330008,7265187481,18665192977,28.01,71.98,100.0,100.0,25930380458,2022-05-23,
2023-02-15,2330,1599.0,13.0,6482595.0,2603.0,18157.0,19174.0, ,7.0,387.0,0.0,6482595.0,444.0,1868.0,1811.0,2330,27794176.0,Foreign_Investor,35759875.0,2330,台積電,TW0002330008,7272426180,18657954278,28.04,71.95,100.0,100.0,25930380458,2022-05-23,
2023-02-15,2330,1599.0,13.0,6482595.0,2603.0,18157.0,19174.0, ,7.0,387.0,0.0,6482595.0,444.0,1868.0,1811.0,2330,0.0,Foreign_Dealer_Self,0.0,2330,台積電,TW0002330008,7272426180,18657954278,28.04,71.95,100.0,100.0,25930380458,2022-05-23,
2023-02-15,2330,1599.0,13.0,6482595.0,2603.0,18157.0,19174.0, ,7.0,387.0,0.0,6482595.0,444.0,1868.0,1811.0,2330,627000.0,Investment_Trust,183000.0,2330,台積電,TW0002330008,7272426180,18657954278,28.04,71.95,100.0,100.0,25930380458,2022-05-23,
2023-02-15,2330,1599.0,13.0,6482595.0,2603.0,18157.0,19174.0, ,7.0,387.0,0.0,6482595.0,444.0,1868.0,1811.0,2330,651000.0,Dealer_self,1146000.0,2330,台積電,TW0002330008,7272426180,18657954278,28.04,71.95,100.0,100.0,25930380458,2022-05-23,
2023-02-15,2330,1599.0,13.0,6482595.0,2603.0,18157.0,19174.0, ,7.0,387.0,0.0,6482595.0,444.0,1868.0,1811.0,2330,207049.0,Dealer_Hedging,974617.0,2330,台積電,TW0002330008,7272426180,18657954278,28.04,71.95,100.0,100.0,25930380458,2022-05-23,
2023-02-16,2330,577.0,3.0,6482595.0,572.0,18148.0,18146.0, ,3.0,379.0,0.0,6482595.0,83.0,1572.0,1868.0,2330,22684512.0,Foreign_Investor,19632983.0,2330,台積電,TW0002330008,7269334651,18661045807,28.03,71.96,100.0,100.0,25930380458,2022-05-23, <a href=' https://mops.twse.com.tw/server-java/t98sb03?step=1&TYPEK=sii&colorchg=1&kind=3&co_id=2330&date=11202' target=_blank>4</a>
2023-02-16,2330,577.0,3.0,6482595.0,572.0,18148.0,18146.0, ,3.0,379.0,0.0,6482595.0,83.0,1572.0,1868.0,2330,0.0,Foreign_Dealer_Self,0.0,2330,台積電,TW0002330008,7269334651,18661045807,28.03,71.96,100.0,100.0,25930380458,2022-05-23, <a href=' https://mops.twse.com.tw/server-java/t98sb03?step=1&TYPEK=sii&colorchg=1&kind=3&co_id=2330&date=11202' target=_blank>4</a>
2023-02-16,2330,577.0,3.0,6482595.0,572.0,18148.0,18146.0, ,3.0,379.0,0.0,6482595.0,83.0,1572.0,1868.0,2330,229000.0,Investment_Trust,584200.0,2330,台積電,TW0002330008,7269334651,18661045807,28.03,71.96,100.0,100.0,25930380458,2022-05-23, <a href=' https://mops.twse.com.tw/server-java/t98sb03?step=1&TYPEK=sii&colorchg=1&kind=3&co_id=2330&date=11202' target=_blank>4</a>
2023-02-16,2330,577.0,3.0,6482595.0,572.0,18148.0,18146.0, ,3.0,379.0,0.0,6482595.0,83.0,1572.0,1868.0,2330,732245.0,Dealer_self,221000.0,2330,台積電,TW0002330008,7269334651,18661045807,28.03,71.96,100.0,100.0,25930380458,2022-05-23, <a href=' https://mops.twse.com.tw/server-java/t98sb03?step=1&TYPEK=sii&colorchg=1&kind=3&co_id=2330&date=11202' target=_blank>4</a>
2023-02-16,2330,577.0,3.0,6482595.0,572.0,18148.0,18146.0, ,3.0,379.0,0.0,6482595.0,83.0,1572.0,1868.0,2330,499621.0,Dealer_Hedging,67000.0,2330,台積電,TW0002330008,7269334651,18661045807,28.03,71.96,100.0,100.0,25930380458,2022-05-23, <a href=' https://mops.twse.com.tw/server-java/t98sb03?step=1&TYPEK=sii&colorchg=1&kind=3&co_id=2330&date=11202' target=_blank>4</a>
2023-02-17,2330,938.0,22.0,6482595.0,455.0,18617.0,18156.0, ,3.0,165.0,0.0,6482595.0,65.0,1472.0,1572.0,2330,9782528.0,Foreign_Investor,18860833.0,2330,台積電,TW0002330008,7278765026,18651615432,28.07,71.92,100.0,100.0,25930380458,2022-05-23,
2023-02-17,2330,938.0,22.0,6482595.0,455.0,18617.0,18156.0, ,3.0,165.0,0.0,6482595.0,65.0,1472.0,1572.0,2330,0.0,Foreign_Dealer_Self,0.0,2330,台積電,TW0002330008,7278765026,18651615432,28.07,71.92,100.0,100.0,25930380458,2022-05-23,
2023-02-17,2330,938.0,22.0,6482595.0,455.0,18617.0,18156.0, ,3.0,165.0,0.0,6482595.0,65.0,1472.0,1572.0,2330,211000.0,Investment_Trust,207091.0,2330,台積電,TW0002330008,7278765026,18651615432,28.07,71.92,100.0,100.0,25930380458,2022-05-23,
2023-02-17,2330,938.0,22.0,6482595.0,455.0,18617.0,18156.0, ,3.0,165.0,0.0,6482595.0,65.0,1472.0,1572.0,2330,60000.0,Dealer_self,220000.0,2330,台積電,TW0002330008,7278765026,18651615432,28.07,71.92,100.0,100.0,25930380458,2022-05-23,
2023-02-17,2330,938.0,22.0,6482595.0,455.0,18617.0,18156.0, ,3.0,165.0,0.0,6482595.0,65.0,1472.0,1572.0,2330,292000.0,Dealer_Hedging,249835.0,2330,台積電,TW0002330008,7278765026,18651615432,28.07,71.92,100.0,100.0,25930380458,2022-05-23,
2023-02-20,2330,380.0,13.0,6482595.0,240.0,18744.0,18617.0, ,1.0,67.0,0.0,6482595.0,42.0,1447.0,1472.0,2330,0.0,Foreign_Dealer_Self,0.0,2330,台積電,TW0002330008,7279536578,18650843880,28.07,71.92,100.0,100.0,25930380458,2022-05-23,
2023-02-20,2330,380.0,13.0,6482595.0,240.0,18744.0,18617.0, ,1.0,67.0,0.0,6482595.0,42.0,1447.0,1472.0,2330,61000.0,Dealer_self,515000.0,2330,台積電,TW0002330008,7279536578,18650843880,28.07,71.92,100.0,100.0,25930380458,2022-05-23,
2023-02-20,2330,380.0,13.0,6482595.0,240.0,18744.0,18617.0, ,1.0,67.0,0.0,6482595.0,42.0,1447.0,1472.0,2330,307000.0,Dealer_Hedging,100630.0,2330,台積電,TW0002330008,7279536578,18650843880,28.07,71.92,100.0,100.0,25930380458,2022-05-23,
2023-02-20,2330,380.0,13.0,6482595.0,240.0,18744.0,18617.0, ,1.0,67.0,0.0,6482595.0,42.0,1447.0,1472.0,2330,10875079.0,Foreign_Investor,12641631.0,2330,台積電,TW0002330008,7279536578,18650843880,28.07,71.92,100.0,100.0,25930380458,2022-05-23,
2023-02-20,2330,380.0,13.0,6482595.0,240.0,18744.0,18617.0, ,1.0,67.0,0.0,6482595.0,42.0,1447.0,1472.0,2330,194000.0,Investment_Trust,649100.0,2330,台積電,TW0002330008,7279536578,18650843880,28.07,71.92,100.0,100.0,25930380458,2022-05-23,
2023-02-21,2330,337.0,19.0,6482595.0,209.0,18853.0,18744.0, ,0.0,29.0,2.0,6482595.0,23.0,1439.0,1447.0,2330,0.0,Foreign_Dealer_Self,0.0,2330,台積電,TW0002330008,7282327740,18648052718,28.08,71.91,100.0,100.0,25930380458,2022-05-23,
2023-02-21,2330,337.0,19.0,6482595.0,209.0,18853.0,18744.0, ,0.0,29.0,2.0,6482595.0,23.0,1439.0,1447.0,2330,312000.0,Dealer_self,714000.0,2330,台積電,TW0002330008,7282327740,18648052718,28.08,71.91,100.0,100.0,25930380458,2022-05-23,
2023-02-21,2330,337.0,19.0,6482595.0,209.0,18853.0,18744.0, ,0.0,29.0,2.0,6482595.0,23.0,1439.0,1447.0,2330,231345.0,Dealer_Hedging,137627.0,2330,台積電,TW0002330008,7282327740,18648052718,28.08,71.91,100.0,100.0,25930380458,2022-05-23,
2023-02-21,2330,337.0,19.0,6482595.0,209.0,18853.0,18744.0, ,0.0,29.0,2.0,6482595.0,23.0,1439.0,1447.0,2330,7019289.0,Foreign_Investor,9224331.0,2330,台積電,TW0002330008,7282327740,18648052718,28.08,71.91,100.0,100.0,25930380458,2022-05-23,
2023-02-21,2330,337.0,19.0,6482595.0,209.0,18853.0,18744.0, ,0.0,29.0,2.0,6482595.0,23.0,1439.0,1447.0,2330,63000.0,Investment_Trust,60100.0,2330,台積電,TW0002330008,7282327740,18648052718,28.08,71.91,100.0,100.0,25930380458,2022-05-23,
2023-02-22,2330,704.0,3.0,6482595.0,380.0,19174.0,18853.0, ,0.0,81.0,0.0,6482595.0,37.0,1395.0,1439.0,2330,12840331.0,Foreign_Investor,15544963.0,2330,台積電,TW0002330008,7285033372,18645347086,28.09,71.9,100.0,100.0,25930380458,2022-05-23, <a href=' https://mops.twse.com.tw/server-java/t98sb03?step=1&TYPEK=sii&colorchg=1&kind=3&co_id=2330&date=11202' target=_blank>4</a>
2023-02-22,2330,704.0,3.0,6482595.0,380.0,19174.0,18853.0, ,0.0,81.0,0.0,6482595.0,37.0,1395.0,1439.0,2330,0.0,Foreign_Dealer_Self,0.0,2330,台積電,TW0002330008,7285033372,18645347086,28.09,71.9,100.0,100.0,25930380458,2022-05-23, <a href=' https://mops.twse.com.tw/server-java/t98sb03?step=1&TYPEK=sii&colorchg=1&kind=3&co_id=2330&date=11202' target=_blank>4</a>
2023-02-22,2330,704.0,3.0,6482595.0,380.0,19174.0,18853.0, ,0.0,81.0,0.0,6482595.0,37.0,1395.0,1439.0,2330,107000.0,Investment_Trust,80619.0,2330,台積電,TW0002330008,7285033372,18645347086,28.09,71.9,100.0,100.0,25930380458,2022-05-23, <a href=' https://mops.twse.com.tw/server-java/t98sb03?step=1&TYPEK=sii&colorchg=1&kind=3&co_id=2330&date=11202' target=_blank>4</a>
2023-02-22,2330,704.0,3.0,6482595.0,380.0,19174.0,18853.0, ,0.0,81.0,0.0,6482595.0,37.0,1395.0,1439.0,2330,405000.0,Dealer_self,1248694.0,2330,台積電,TW0002330008,7285033372,18645347086,28.09,71.9,100.0,100.0,25930380458,2022-05-23, <a href=' https://mops.twse.com.tw/server-java/t98sb03?step=1&TYPEK=sii&colorchg=1&kind=3&co_id=2330&date=11202' target=_blank>4</a>
2023-02-22,2330,704.0,3.0,6482595.0,380.0,19174.0,18853.0, ,0.0,81.0,0.0,6482595.0,37.0,1395.0,1439.0,2330,255000.0,Dealer_Hedging,265448.0,2330,台積電,TW0002330008,7285033372,18645347086,28.09,71.9,100.0,100.0,25930380458,2022-05-23, <a href=' https://mops.twse.com.tw/server-java/t98sb03?step=1&TYPEK=sii&colorchg=1&kind=3&co_id=2330&date=11202' target=_blank>4</a>
2023-02-23,2330,428.0,29.0,6482595.0,720.0,18853.0,19174.0, ,2.0,116.0,0.0,6482595.0,138.0,1417.0,1395.0,2330,0.0,Foreign_Dealer_Self,0.0,2330,台積電,TW0002330008,7281369002,18649011456,28.08,71.91,100.0,100.0,25930380458,2022-05-23,
2023-02-23,2330,428.0,29.0,6482595.0,720.0,18853.0,19174.0, ,2.0,116.0,0.0,6482595.0,138.0,1417.0,1395.0,2330,145000.0,Investment_Trust,473000.0,2330,台積電,TW0002330008,7281369002,18649011456,28.08,71.91,100.0,100.0,25930380458,2022-05-23,
2023-02-23,2330,428.0,29.0,6482595.0,720.0,18853.0,19174.0, ,2.0,116.0,0.0,6482595.0,138.0,1417.0,1395.0,2330,820000.0,Dealer_self,129000.0,2330,台積電,TW0002330008,7281369002,18649011456,28.08,71.91,100.0,100.0,25930380458,2022-05-23,
2023-02-23,2330,428.0,29.0,6482595.0,720.0,18853.0,19174.0, ,2.0,116.0,0.0,6482595.0,138.0,1417.0,1395.0,2330,688469.0,Dealer_Hedging,153346.0,2330,台積電,TW0002330008,7281369002,18649011456,28.08,71.91,100.0,100.0,25930380458,2022-05-23,
2023-02-23,2330,428.0,29.0,6482595.0,720.0,18853.0,19174.0, ,2.0,116.0,0.0,6482595.0,138.0,1417.0,1395.0,2330,17974679.0,Foreign_Investor,12942559.0,2330,台積電,TW0002330008,7281369002,18649011456,28.08,71.91,100.0,100.0,25930380458,2022-05-23,
2023-02-24,2330,841.0,14.0,6482595.0,383.0,19297.0,18853.0, ,4.0,82.0,0.0,6482595.0,55.0,1390.0,1417.0,2330,0.0,Foreign_Dealer_Self,0.0,2330,台積電,TW0002330008,7281475127,18648905331,28.08,71.91,100.0,100.0,25930380458,2022-05-23, <a href=' https://mops.twse.com.tw/server-java/t98sb03?step=1&TYPEK=sii&colorchg=1&kind=3&co_id=2330&date=11202' target=_blank>4</a>
2023-02-24,2330,841.0,14.0,6482595.0,383.0,19297.0,18853.0, ,4.0,82.0,0.0,6482595.0,55.0,1390.0,1417.0,2330,415000.0,Investment_Trust,72182.0,2330,台積電,TW0002330008,7281475127,18648905331,28.08,71.91,100.0,100.0,25930380458,2022-05-23, <a href=' https://mops.twse.com.tw/server-java/t98sb03?step=1&TYPEK=sii&colorchg=1&kind=3&co_id=2330&date=11202' target=_blank>4</a>
2023-02-24,2330,841.0,14.0,6482595.0,383.0,19297.0,18853.0, ,4.0,82.0,0.0,6482595.0,55.0,1390.0,1417.0,2330,502000.0,Dealer_self,491000.0,2330,台積電,TW0002330008,7281475127,18648905331,28.08,71.91,100.0,100.0,25930380458,2022-05-23, <a href=' https://mops.twse.com.tw/server-java/t98sb03?step=1&TYPEK=sii&colorchg=1&kind=3&co_id=2330&date=11202' target=_blank>4</a>
2023-02-24,2330,841.0,14.0,6482595.0,383.0,19297.0,18853.0, ,4.0,82.0,0.0,6482595.0,55.0,1390.0,1417.0,2330,161538.0,Dealer_Hedging,223379.0,2330,台積電,TW0002330008,7281475127,18648905331,28.08,71.91,100.0,100.0,25930380458,2022-05-23, <a href=' https://mops.twse.com.tw/server-java/t98sb03?step=1&TYPEK=sii&colorchg=1&kind=3&co_id=2330&date=11202' target=_blank>4</a>
2023-02-24,2330,841.0,14.0,6482595.0,383.0,19297.0,18853.0, ,4.0,82.0,0.0,6482595.0,55.0,1390.0,1417.0,2330,37382354.0,Foreign_Investor,36672644.0,2330,台積電,TW0002330008,7281475127,18648905331,28.08,71.91,100.0,100.0,25930380458,2022-05-23, <a href=' https://mops.twse.com.tw/server-java/t98sb03?step=1&TYPEK=sii&colorchg=1&kind=3&co_id=2330&date=11202' target=_blank>4</a>
2023-03-01,2330,859.0,21.0,6482595.0,1052.0,19083.0,19297.0, ,16.0,90.0,0.0,6482595.0,190.0,1490.0,1390.0,2330,0.0,Foreign_Dealer_Self,0.0,2330,台積電,TW0002330008,7273723367,18656657091,28.05,71.94,100.0,100.0,25930380458,2022-05-23, <a href=' https://mops.twse.com.tw/server-java/t98sb03?step=1&TYPEK=sii&colorchg=1&kind=3&co_id=2330&date=11203' target=_blank>4</a>
2023-03-01,2330,859.0,21.0,6482595.0,1052.0,19083.0,19297.0, ,16.0,90.0,0.0,6482595.0,190.0,1490.0,1390.0,2330,58000.0,Dealer_self,1361000.0,2330,台積電,TW0002330008,7273723367,18656657091,28.05,71.94,100.0,100.0,25930380458,2022-05-23, <a href=' https://mops.twse.com.tw/server-java/t98sb03?step=1&TYPEK=sii&colorchg=1&kind=3&co_id=2330&date=11203' target=_blank>4</a>
2023-03-01,2330,859.0,21.0,6482595.0,1052.0,19083.0,19297.0, ,16.0,90.0,0.0,6482595.0,190.0,1490.0,1390.0,2330,206243.0,Dealer_Hedging,710256.0,2330,台積電,TW0002330008,7273723367,18656657091,28.05,71.94,100.0,100.0,25930380458,2022-05-23, <a href=' https://mops.twse.com.tw/server-java/t98sb03?step=1&TYPEK=sii&colorchg=1&kind=3&co_id=2330&date=11203' target=_blank>4</a>
2023-03-01,2330,859.0,21.0,6482595.0,1052.0,19083.0,19297.0, ,16.0,90.0,0.0,6482595.0,190.0,1490.0,1390.0,2330,37632916.0,Foreign_Investor,29882156.0,2330,台積電,TW0002330008,7273723367,18656657091,28.05,71.94,100.0,100.0,25930380458,2022-05-23, <a href=' https://mops.twse.com.tw/server-java/t98sb03?step=1&TYPEK=sii&colorchg=1&kind=3&co_id=2330&date=11203' target=_blank>4</a>
2023-03-01,2330,859.0,21.0,6482595.0,1052.0,19083.0,19297.0, ,16.0,90.0,0.0,6482595.0,190.0,1490.0,1390.0,2330,122000.0,Investment_Trust,74100.0,2330,台積電,TW0002330008,7273723367,18656657091,28.05,71.94,100.0,100.0,25930380458,2022-05-23, <a href=' https://mops.twse.com.tw/server-java/t98sb03?step=1&TYPEK=sii&colorchg=1&kind=3&co_id=2330&date=11203' target=_blank>4</a>
